adoptionYN,age,season,neuterYN,sex,disease_cnt,positives,negatives,hair,grdp,economy,hospital_num,color
1,1,3,0,1,0,0,0,1,29338071.861291,66520328.6,88,5
1,1,3,0,1,0,0,0,1,29338071.861291,66520328.6,88,0
0,1,3,2,2,0,0,2,1,107663270.348094,67098057.91,10,6
1,1,3,2,0,1,1,0,1,33727398.8802008,70346569.34,13,6
1,1,3,2,0,2,1,0,1,33727398.8802008,70346569.34,13,7
0,1,3,2,1,1,0,1,1,33727398.8802008,70346569.34,13,3
1,1,3,2,1,1,0,1,1,33727398.8802008,70346569.34,13,0
0,1,3,2,0,1,0,1,1,33727398.8802008,70346569.34,13,3
0,1,3,2,0,1,0,1,1,33727398.8802008,70346569.34,13,3
1,1,3,2,2,0,0,0,1,41183911.7953038,75944547.79,60,0
0,1,3,2,1,1,0,2,1,29507763.5213485,76346776.59,20,0
0,1,3,2,2,3,0,1,1,89800193.0064607,96001034.46,21,0
0,1,3,0,2,1,0,1,1,37300552.7684342,70070777.38,35,4
0,1,3,0,0,2,1,0,1,13911283.4482247,68354721.89,23,5
0,1,3,0,0,2,1,0,1,13911283.4482247,68354721.89,23,6
0,1,3,2,1,0,1,0,1,122957457.266587,68354721.89,8,0
1,1,3,0,1,0,0,1,1,122957457.266587,68354721.89,8,0
0,1,3,0,1,0,1,0,1,122957457.266587,68354721.89,8,3
1,1,3,0,1,1,0,0,1,29928982.0236261,64857342.12,16,6
1,1,3,0,1,1,0,0,1,29928982.0236261,64857342.12,16,6
1,1,3,0,0,1,0,0,1,29928982.0236261,64857342.12,16,6
0,2,3,0,1,1,0,1,1,20227366.2698674,64857342.12,22,0
0,1,3,0,0,10,0,2,1,20227366.2698674,64857342.12,22,0
0,1,3,0,0,2,0,1,1,20089234.2715131,67098057.91,44,6
1,1,3,0,1,1,0,1,1,20089234.2715131,67098057.91,44,4
0,1,3,0,0,1,0,1,1,20089234.2715131,67098057.91,44,5
0,1,3,2,2,0,0,2,1,107663270.348094,67098057.91,10,4
1,1,3,2,2,1,0,2,1,107663270.348094,67098057.91,10,4
1,1,3,0,0,1,0,2,0,20089234.2715131,67098057.91,44,6
0,1,3,0,1,0,0,1,1,107663270.348094,67098057.91,10,0
0,1,3,0,2,1,0,0,1,107663270.348094,67098057.91,10,5
0,1,3,2,1,4,0,3,1,29507763.5213485,76346776.59,20,3
1,2,3,1,1,3,0,2,1,11434635.8651055,94451870.68,30,4
1,1,3,0,0,2,1,1,0,29507763.5213485,76346776.59,20,7
1,7,3,2,1,0,0,0,2,51221391.5980468,94451870.68,29,1
0,1,3,2,2,3,0,1,1,89800193.0064607,96001034.46,21,3
1,1,3,0,0,0,0,1,1,40023583.7731676,67504454.42,12,3
1,1,3,0,1,0,0,2,1,40023583.7731676,67504454.42,12,6
0,1,3,0,1,0,2,0,1,24696835.6391183,63007146.53,29,5
1,1,3,0,1,0,2,0,1,24696835.6391183,63007146.53,29,5
0,1,3,0,0,0,2,0,1,24696835.6391183,63007146.53,29,0
0,3,3,0,0,4,0,3,1,29507763.5213485,76346776.59,20,1
0,1,3,0,2,2,0,1,1,28229829.1741087,76346776.59,107,2
1,1,3,2,1,0,1,0,1,122957457.266587,68354721.89,8,0
1,1,3,0,1,0,0,0,1,122957457.266587,68354721.89,8,5
0,1,3,0,1,0,0,1,1,107663270.348094,67098057.91,10,7
1,1,3,0,1,0,2,0,1,24696835.6391183,63007146.53,29,0
1,1,3,0,1,0,2,0,1,24696835.6391183,63007146.53,29,7
1,1,3,0,1,0,1,0,1,24696835.6391183,63007146.53,29,1
1,1,3,2,0,5,0,1,1,40023583.7731676,67504454.42,12,1
0,1,3,0,2,2,0,2,1,40023583.7731676,67504454.42,12,2
1,1,3,0,1,0,0,0,1,40023583.7731676,67504454.42,12,3
1,1,3,0,2,0,0,0,1,40023583.7731676,67504454.42,12,0
1,1,3,0,2,0,0,0,1,40023583.7731676,67504454.42,12,5
0,1,3,0,1,4,0,1,1,22968033.6854694,70346569.34,7,6
1,1,3,0,1,4,0,1,1,32122264.9149852,63007146.53,18,5
1,1,3,0,1,0,0,0,1,22478306.9630981,63007146.53,52,2
1,1,3,0,1,1,0,0,1,22478306.9630981,63007146.53,52,2
0,1,3,0,0,2,0,0,1,22478306.9630981,63007146.53,52,4
0,1,3,0,1,1,0,1,1,22478306.9630981,63007146.53,52,3
0,1,3,2,2,1,0,0,1,40202033.906744,75944547.79,14,6
0,1,3,2,2,1,0,0,1,40202033.906744,75944547.79,14,6
0,1,3,2,2,1,0,0,1,40202033.906744,75944547.79,14,3
0,1,3,2,2,1,0,0,1,40202033.906744,75944547.79,14,0
0,1,3,0,0,0,0,1,1,28199635.2372405,75944547.79,13,0
1,1,3,2,0,0,0,0,1,29959980.3664921,75944547.79,18,0
1,1,3,2,0,0,0,0,1,29959980.3664921,75944547.79,18,3
1,1,3,0,0,0,1,0,1,39381922.9526442,69109259.7,95,5
1,1,3,0,1,0,1,0,1,20789748.7632638,65200878.26,8,3
1,1,3,0,1,0,2,1,1,27158848.0316349,76346776.59,32,0
1,1,3,0,0,1,1,0,1,27158848.0316349,76346776.59,32,5
1,1,3,2,2,0,0,3,1,98519370.9610671,76346776.59,74,4
0,1,3,2,2,0,0,3,1,98519370.9610671,76346776.59,74,0
0,1,3,0,0,0,0,1,1,31765707.6010859,76346776.59,12,0
1,1,3,0,0,0,0,0,1,24099390.503555,76346776.59,27,1
0,1,3,0,1,2,1,0,1,38946655.6491715,76346776.59,39,4
0,1,3,0,1,2,0,0,1,64114080.1196187,76346776.59,52,0
0,1,3,0,2,1,0,0,1,64114080.1196187,76346776.59,52,1
0,1,3,0,2,1,0,0,1,64114080.1196187,76346776.59,52,1
0,1,3,0,2,1,0,0,1,64114080.1196187,76346776.59,52,1
0,1,3,0,2,1,0,0,1,64114080.1196187,76346776.59,52,1
0,1,3,0,1,0,1,0,1,64114080.1196187,76346776.59,52,0
1,1,3,0,1,4,0,0,1,19942759.8023824,76346776.59,66,4
1,1,3,2,2,1,0,1,1,38946655.6491715,76346776.59,39,6
0,1,3,0,1,1,0,0,1,89800193.0064607,96001034.46,21,0
0,1,3,0,0,2,0,0,1,61579935.7330267,96001034.46,6,4
0,4,3,0,0,7,0,2,1,21798903.3023383,69726813.32,33,6
0,1,3,0,0,2,0,1,1,21798903.3023383,69726813.32,33,6
0,1,3,0,1,2,0,0,1,21798903.3023383,69726813.32,33,6
1,1,3,0,0,0,1,0,1,37580147.5532783,68354721.89,36,3
1,1,3,0,1,0,1,0,1,37580147.5532783,68354721.89,36,3
0,1,3,2,1,0,0,0,1,13911283.4482247,68354721.89,23,4
0,1,3,0,2,2,0,0,1,29928982.0236261,64857342.12,16,4
0,1,3,0,2,2,0,0,1,29928982.0236261,64857342.12,16,4
0,1,3,0,2,0,0,1,1,29928982.0236261,64857342.12,16,4
1,1,3,0,0,0,0,0,1,15230659.0681927,64857342.12,43,5
1,1,3,0,0,0,2,0,1,15230659.0681927,64857342.12,43,3
1,1,3,0,0,4,0,0,1,15230659.0681927,64857342.12,43,3
1,1,3,0,0,0,0,0,1,15230659.0681927,64857342.12,43,3
0,1,3,0,1,1,0,1,1,20089234.2715131,67098057.91,44,5
0,2,3,2,1,1,0,3,1,20089234.2715131,67098057.91,44,2
0,1,3,0,1,5,0,5,1,20089234.2715131,67098057.91,44,6
0,1,3,2,1,0,0,2,1,107663270.348094,67098057.91,10,0
0,1,3,2,2,1,0,2,1,107663270.348094,67098057.91,10,0
1,1,3,2,1,0,0,2,1,107663270.348094,67098057.91,10,4
1,1,3,0,0,4,0,0,1,49984917.0612005,94451870.68,42,3
0,1,3,0,1,0,0,0,1,29338071.861291,66520328.6,88,4
1,2,3,0,0,0,0,0,2,29338071.861291,66520328.6,88,7
0,1,3,0,0,1,0,1,1,29338071.861291,66520328.6,88,0
0,1,3,0,0,0,0,0,1,29338071.861291,66520328.6,88,4
0,1,3,2,2,1,0,2,1,107663270.348094,67098057.91,10,2
0,1,3,2,2,0,0,0,1,40463263.3199304,69701608,35,4
0,1,3,2,2,0,0,0,1,40463263.3199304,69701608,35,4
0,1,3,2,2,0,0,0,1,40463263.3199304,69701608,35,4
0,1,3,2,2,0,0,0,1,40463263.3199304,69701608,35,0
0,1,3,2,1,0,0,3,1,33727398.8802008,70346569.34,13,0
1,1,3,2,0,3,0,0,1,33727398.8802008,70346569.34,13,1
0,1,3,2,0,3,0,0,1,33727398.8802008,70346569.34,13,1
0,1,3,2,0,3,0,0,1,33727398.8802008,70346569.34,13,1
0,1,3,2,0,3,0,0,1,33727398.8802008,70346569.34,13,1
0,1,3,2,0,3,0,0,1,33727398.8802008,70346569.34,13,1
0,1,3,2,1,3,0,0,1,33727398.8802008,70346569.34,13,3
0,1,3,2,0,1,0,1,1,26362984.3820037,65200878.26,28,0
0,1,3,0,0,0,0,1,1,26362984.3820037,65200878.26,28,4
0,1,3,0,0,3,0,2,1,29507763.5213485,76346776.59,20,4
0,1,3,2,2,3,0,2,1,89800193.0064607,96001034.46,21,3
0,1,3,2,2,6,0,1,1,89800193.0064607,96001034.46,21,5
0,1,3,2,2,3,0,1,1,89800193.0064607,96001034.46,21,4
0,1,3,2,2,3,0,1,1,89800193.0064607,96001034.46,21,3
0,1,3,2,2,3,0,1,1,89800193.0064607,96001034.46,21,1
0,1,3,0,2,0,0,1,1,37300552.7684342,70070777.38,35,6
0,1,3,0,1,2,0,0,1,13911283.4482247,68354721.89,23,5
0,1,3,2,0,0,0,0,1,13911283.4482247,68354721.89,23,4
0,1,3,2,1,0,1,0,1,13911283.4482247,68354721.89,23,0
1,1,3,2,0,0,0,0,1,13911283.4482247,68354721.89,23,4
0,1,3,2,1,0,0,0,1,13911283.4482247,68354721.89,23,0
0,1,3,0,2,0,0,0,1,49828500.2950192,68354721.89,4,4
0,1,3,0,2,0,0,0,1,49828500.2950192,68354721.89,4,4
0,1,3,0,2,0,0,0,1,49828500.2950192,68354721.89,4,4
0,1,3,0,2,0,0,0,1,49828500.2950192,68354721.89,4,4
0,7,3,2,2,3,0,0,1,49828500.2950192,68354721.89,4,6
0,3,3,0,0,0,0,1,1,20227366.2698674,64857342.12,22,0
0,1,3,2,2,0,0,2,1,107663270.348094,67098057.91,10,2
1,1,3,0,2,3,0,0,1,107663270.348094,67098057.91,10,1
0,1,3,0,0,2,0,2,0,20089234.2715131,67098057.91,44,5
0,1,3,0,1,0,0,1,1,107663270.348094,67098057.91,10,0
0,1,3,0,1,2,0,1,1,107663270.348094,67098057.91,10,0
0,1,3,0,2,3,0,0,1,107663270.348094,67098057.91,10,7
1,5,3,1,0,0,0,0,1,29507763.5213485,76346776.59,20,0
1,6,3,1,0,1,0,1,0,29507763.5213485,76346776.59,20,6
0,1,3,0,2,1,0,1,1,49984917.0612005,94451870.68,42,0
0,1,3,0,2,1,0,0,1,49984917.0612005,94451870.68,42,3
0,1,3,2,0,0,1,0,1,26814611.9483216,67504454.42,13,1
0,1,3,0,1,3,0,1,1,20089234.2715131,67098057.91,44,5
0,1,3,0,1,1,0,0,1,20089234.2715131,67098057.91,44,2
0,1,3,2,1,0,0,1,1,37300552.7684342,70070777.38,35,3
1,1,3,0,0,0,0,0,1,21181487.6225383,68354721.89,9,0
1,1,3,0,0,0,0,0,1,21181487.6225383,68354721.89,9,0
0,1,3,0,0,0,0,0,1,21181487.6225383,68354721.89,9,6
1,3,3,0,0,0,1,0,1,40023583.7731676,67504454.42,12,6
0,1,3,0,0,1,0,0,1,35541357.8757259,69701608,36,4
1,1,3,0,1,1,1,0,1,35541357.8757259,69701608,36,3
0,1,3,2,1,0,0,1,1,25229807.7951717,63007146.53,8,0
1,5,3,2,1,0,2,0,2,22478306.9630981,63007146.53,52,7
1,3,3,0,0,0,1,0,1,25323187.6669948,63007146.53,22,5
0,1,3,0,0,1,0,0,1,22478306.9630981,63007146.53,52,0
0,1,3,0,1,1,0,0,0,22478306.9630981,63007146.53,52,7
1,1,3,0,1,2,0,1,1,22478306.9630981,63007146.53,52,5
1,1,3,0,2,0,1,0,1,98854600.8547036,75944547.79,24,4
1,1,3,0,2,0,1,0,1,98854600.8547036,75944547.79,24,4
1,1,3,0,2,0,1,0,1,98854600.8547036,75944547.79,24,4
1,1,3,0,1,2,0,1,1,33323926.5161576,75944547.79,21,0
0,1,3,0,2,0,0,0,1,39548138.3418832,69109259.7,1,4
0,1,3,0,2,0,0,0,1,39548138.3418832,69109259.7,1,5
0,1,3,0,0,0,0,0,1,37302596.0757604,65200878.26,4,4
1,1,3,0,0,0,0,0,1,37302596.0757604,65200878.26,4,4
1,1,3,0,0,0,0,1,1,20789748.7632638,65200878.26,8,6
0,1,3,0,2,1,0,0,1,21327776.3249651,65200878.26,2,6
1,1,3,0,1,0,0,0,1,31765707.6010859,76346776.59,12,0
1,1,3,0,0,0,0,1,1,27158848.0316349,76346776.59,32,4
0,1,3,0,1,0,0,0,1,27158848.0316349,76346776.59,32,0
1,1,3,0,0,0,1,1,1,27158848.0316349,76346776.59,32,3
0,1,3,2,1,2,0,2,1,33289321.2798569,76346776.59,108,5
0,1,3,0,0,0,0,1,1,24099390.503555,76346776.59,27,0
1,4,3,0,0,2,1,0,1,15262551.4601223,76346776.59,50,5
0,1,3,0,0,0,1,1,1,98519370.9610671,76346776.59,74,5
1,2,3,0,0,3,1,0,2,38946655.6491715,76346776.59,39,7
0,1,3,0,1,1,0,1,1,38946655.6491715,76346776.59,39,4
0,1,3,0,1,1,0,1,1,38946655.6491715,76346776.59,39,4
0,1,3,0,0,1,0,1,1,38946655.6491715,76346776.59,39,4
0,1,3,0,0,1,0,1,1,38946655.6491715,76346776.59,39,4
0,1,3,0,1,1,0,1,1,38946655.6491715,76346776.59,39,4
0,1,3,0,1,1,0,1,1,38946655.6491715,76346776.59,39,4
0,1,3,0,1,0,0,1,1,38946655.6491715,76346776.59,39,5
0,1,3,0,0,0,0,1,1,38946655.6491715,76346776.59,39,5
0,1,3,0,1,0,0,1,1,38946655.6491715,76346776.59,39,5
0,1,3,0,1,3,0,0,1,64114080.1196187,76346776.59,52,0
1,1,3,0,1,4,0,0,1,64114080.1196187,76346776.59,52,0
0,1,3,0,0,4,0,0,1,64114080.1196187,76346776.59,52,0
0,4,3,0,1,0,0,1,1,64114080.1196187,76346776.59,52,5
1,1,3,0,1,1,1,0,1,19942759.8023824,76346776.59,66,3
0,1,3,2,2,3,0,1,1,89800193.0064607,96001034.46,21,5
1,2,3,0,2,0,0,2,1,53232898.8929742,96001034.46,10,5
1,1,3,0,0,0,3,0,1,91142526.6590945,96001034.46,28,6
1,1,3,0,1,0,1,0,1,91142526.6590945,96001034.46,28,0
1,1,3,0,0,0,3,0,1,91142526.6590945,96001034.46,28,7
0,1,3,0,0,3,0,1,1,91142526.6590945,96001034.46,28,4
1,4,3,1,0,0,0,0,0,91142526.6590945,96001034.46,28,7
0,1,3,0,0,3,0,0,1,91142526.6590945,96001034.46,28,4
0,1,3,2,2,0,0,1,1,37300552.7684342,70070777.38,35,2
1,4,3,2,2,0,0,0,2,37300552.7684342,70070777.38,35,2
1,4,3,2,2,0,0,0,0,37300552.7684342,70070777.38,35,6
0,1,3,0,0,0,0,0,1,21798903.3023383,69726813.32,33,6
0,1,3,0,1,0,0,0,1,21798903.3023383,69726813.32,33,6
0,1,3,0,0,0,0,0,1,21798903.3023383,69726813.32,33,6
0,1,3,0,0,3,0,2,1,21798903.3023383,69726813.32,33,6
0,1,3,0,0,0,0,0,1,21798903.3023383,69726813.32,33,6
0,1,3,0,1,0,0,0,1,21798903.3023383,69726813.32,33,6
0,1,3,0,0,0,0,0,1,21798903.3023383,69726813.32,33,6
0,1,3,0,1,0,0,0,1,21798903.3023383,69726813.32,33,0
0,1,3,2,2,3,0,0,1,13911283.4482247,68354721.89,23,5
0,1,3,0,1,1,0,0,1,15230659.0681927,64857342.12,43,5
0,1,3,0,1,0,0,0,1,60867596.7893044,64857342.12,11,2
0,1,3,0,0,0,0,0,1,60867596.7893044,64857342.12,11,1
0,1,3,0,1,3,0,1,1,20089234.2715131,67098057.91,44,6
0,1,3,0,0,3,0,4,1,20089234.2715131,67098057.91,44,2
0,1,3,2,2,0,0,2,1,107663270.348094,67098057.91,10,6
1,1,3,2,2,1,0,2,1,107663270.348094,67098057.91,10,3
1,1,3,0,0,4,0,1,1,11434635.8651055,94451870.68,30,3
1,1,3,0,0,0,0,0,1,29338071.861291,66520328.6,88,5
1,1,3,0,1,0,0,0,1,29338071.861291,66520328.6,88,1
0,1,3,2,1,4,0,0,1,21339113.7064425,69701608,11,5
1,1,3,2,1,0,2,0,1,40463263.3199304,69701608,35,4
0,1,3,2,0,5,0,0,1,33727398.8802008,70346569.34,13,6
0,1,3,0,2,0,0,0,1,19313998.4049644,76346776.59,106,4
0,1,3,0,2,0,0,0,1,19313998.4049644,76346776.59,106,3
0,1,3,0,2,0,0,0,1,19313998.4049644,76346776.59,106,3
0,1,3,0,2,0,0,0,1,19313998.4049644,76346776.59,106,2
0,1,3,0,2,0,0,0,1,19313998.4049644,76346776.59,106,6
0,1,3,0,2,0,0,0,1,19313998.4049644,76346776.59,106,6
0,1,3,0,2,0,0,0,1,19313998.4049644,76346776.59,106,3
0,1,3,0,2,0,0,0,1,19313998.4049644,76346776.59,106,3
0,1,3,0,0,5,0,0,1,13911283.4482247,68354721.89,23,4
0,1,3,0,1,10,0,0,1,13911283.4482247,68354721.89,23,3
1,1,3,0,0,3,0,0,1,19775173.5837805,68354721.89,31,5
1,1,3,0,2,4,0,3,1,19775173.5837805,68354721.89,31,3
0,6,3,0,0,5,0,1,1,19775173.5837805,68354721.89,31,3
0,1,3,2,0,1,0,0,1,13911283.4482247,68354721.89,23,5
0,1,3,0,1,0,0,1,1,20227366.2698674,64857342.12,22,0
0,1,3,0,2,6,0,2,1,20227366.2698674,64857342.12,22,1
1,1,3,0,0,1,0,1,0,20089234.2715131,67098057.91,44,5
0,1,3,0,0,1,0,1,1,107663270.348094,67098057.91,10,5
0,1,3,0,2,1,0,1,1,107663270.348094,67098057.91,10,5
1,1,3,0,1,1,0,0,1,18856809.858719,94451870.68,46,0
0,1,3,2,1,2,0,2,1,29507763.5213485,76346776.59,20,3
1,1,3,0,0,1,0,2,1,122957457.266587,68354721.89,8,4
1,1,3,0,1,1,0,2,1,122957457.266587,68354721.89,8,4
0,1,3,2,1,0,0,0,1,107663270.348094,67098057.91,10,1
0,1,3,0,0,0,0,2,1,29507763.5213485,76346776.59,20,4
1,1,3,0,1,1,0,1,1,23096978.7234043,67504454.42,15,3
1,1,3,0,1,1,0,1,1,23096978.7234043,67504454.42,15,2
1,1,3,2,2,0,0,0,1,40023583.7731676,67504454.42,12,5
0,1,3,0,1,2,0,1,1,35541357.8757259,69701608,36,6
1,1,3,0,1,2,1,1,0,35541357.8757259,69701608,36,0
0,1,3,0,0,4,0,1,1,19145267.2278191,63007146.53,10,0
0,1,3,0,0,4,0,1,1,19145267.2278191,63007146.53,10,0
0,1,3,0,1,4,0,1,1,19145267.2278191,63007146.53,10,4
0,1,3,0,0,1,0,1,1,22478306.9630981,63007146.53,52,4
1,1,3,0,1,0,0,1,1,40202033.906744,75944547.79,14,4
1,4,3,0,1,0,0,1,1,98854600.8547036,75944547.79,24,5
0,1,3,0,2,1,0,0,1,21327776.3249651,65200878.26,2,3
0,3,3,2,2,2,0,5,1,98519370.9610671,76346776.59,74,0
0,1,3,2,2,1,0,0,1,98519370.9610671,76346776.59,74,5
0,1,3,2,2,1,0,0,1,98519370.9610671,76346776.59,74,5
0,1,3,2,2,1,0,0,1,98519370.9610671,76346776.59,74,7
1,1,3,0,0,0,0,0,1,48645251.824538,76346776.59,29,3
0,1,3,0,1,0,1,1,1,15262551.4601223,76346776.59,50,0
0,1,3,0,1,1,0,0,1,15262551.4601223,76346776.59,50,6
0,1,3,0,0,1,0,0,1,15262551.4601223,76346776.59,50,0
1,1,3,0,0,3,0,1,1,38946655.6491715,76346776.59,39,5
1,1,3,0,1,3,0,0,1,38946655.6491715,76346776.59,39,0
1,1,3,0,0,3,0,0,1,38946655.6491715,76346776.59,39,5
1,1,3,0,1,1,0,1,1,38946655.6491715,76346776.59,39,3
1,1,3,0,1,0,1,0,1,64114080.1196187,76346776.59,52,0
1,1,3,0,1,0,0,0,1,64114080.1196187,76346776.59,52,5
1,1,3,0,1,0,0,0,1,64114080.1196187,76346776.59,52,5
1,1,3,0,1,0,2,0,1,64114080.1196187,76346776.59,52,5
1,1,3,0,0,3,1,5,1,38946655.6491715,76346776.59,39,0
1,1,3,0,1,1,0,0,1,42357301.7333154,76346776.59,109,0
1,1,3,0,0,0,0,0,1,42357301.7333154,76346776.59,109,4
1,1,3,2,1,0,0,0,1,42357301.7333154,76346776.59,109,4
1,1,3,0,1,0,0,1,1,53232898.8929742,96001034.46,10,3
1,3,3,0,0,0,1,0,1,53232898.8929742,96001034.46,10,5
0,1,3,0,0,0,0,1,1,91142526.6590945,96001034.46,28,6
0,1,3,0,0,0,0,0,1,17715028.5771751,96001034.46,13,6
0,1,3,0,0,0,0,0,1,17715028.5771751,96001034.46,13,4
1,1,3,0,0,0,0,0,1,17715028.5771751,96001034.46,13,5
0,1,3,0,1,0,0,0,1,21798903.3023383,69726813.32,33,4
1,2,3,0,0,0,0,1,1,19775173.5837805,68354721.89,31,0
1,1,3,0,2,4,0,2,1,19775173.5837805,68354721.89,31,6
0,1,3,2,2,0,0,0,1,13911283.4482247,68354721.89,23,5
0,2,3,0,2,0,0,2,1,15230659.0681927,64857342.12,43,5
1,1,3,0,1,0,0,0,1,15230659.0681927,64857342.12,43,3
0,1,3,0,0,0,0,0,1,22364426.6427768,64857342.12,8,6
0,1,3,0,0,0,0,0,1,22364426.6427768,64857342.12,8,6
1,1,3,0,0,1,0,2,1,60867596.7893044,64857342.12,11,2
1,1,3,0,1,6,0,1,1,11434635.8651055,94451870.68,30,0
1,1,3,0,1,3,0,1,1,11434635.8651055,94451870.68,30,0
0,1,3,0,1,0,0,0,1,29338071.861291,66520328.6,88,0
0,1,3,2,2,1,0,2,1,107663270.348094,67098057.91,10,6
1,1,3,2,1,0,0,0,1,40463263.3199304,69701608,35,0
0,1,3,2,0,1,0,2,1,40463263.3199304,69701608,35,5
0,1,3,0,2,0,0,0,1,96311467.6221887,69109259.7,9,4
0,1,3,0,2,0,0,0,1,96311467.6221887,69109259.7,9,6
0,1,3,0,2,0,0,0,1,96311467.6221887,69109259.7,9,3
0,1,3,0,0,2,0,0,1,48645251.824538,76346776.59,29,1
1,1,3,0,2,0,0,0,1,28229829.1741087,76346776.59,107,4
1,1,3,0,1,0,0,1,1,91142526.6590945,96001034.46,28,0
0,5,3,0,0,2,0,0,1,21798903.3023383,69726813.32,33,0
0,1,3,0,1,7,1,0,1,13911283.4482247,68354721.89,23,4
1,1,3,0,2,3,0,0,1,19775173.5837805,68354721.89,31,3
1,1,3,0,1,1,0,4,1,19775173.5837805,68354721.89,31,3
0,1,3,0,1,0,0,0,1,122957457.266587,68354721.89,8,0
0,1,3,0,1,0,0,0,1,122957457.266587,68354721.89,8,0
0,1,3,0,2,1,0,0,1,107663270.348094,67098057.91,10,6
0,5,3,2,1,4,0,3,0,20089234.2715131,67098057.91,44,6
1,1,3,0,0,1,0,2,0,20089234.2715131,67098057.91,44,6
1,1,3,0,2,3,0,0,1,107663270.348094,67098057.91,10,5
0,1,3,2,1,0,0,3,1,29507763.5213485,76346776.59,20,6
0,1,3,2,1,0,0,4,1,29507763.5213485,76346776.59,20,3
0,1,3,0,2,0,0,0,1,28229829.1741087,76346776.59,107,4
1,1,3,0,0,0,0,1,1,91142526.6590945,96001034.46,28,6
0,1,3,2,1,0,0,0,1,37958025.7051053,73533812.02,29,0
0,1,3,2,1,0,0,1,1,37958025.7051053,73533812.02,29,5
1,1,3,0,1,0,0,0,1,22478306.9630981,63007146.53,52,0
0,1,3,0,1,2,0,0,1,22478306.9630981,63007146.53,52,0
0,1,3,0,0,0,0,1,1,22478306.9630981,63007146.53,52,4
1,1,3,0,0,0,0,1,1,22478306.9630981,63007146.53,52,6
0,1,3,0,0,0,0,1,1,22478306.9630981,63007146.53,52,6
0,1,3,0,1,0,0,1,1,22478306.9630981,63007146.53,52,0
0,1,3,0,0,0,0,1,1,22478306.9630981,63007146.53,52,6
1,2,3,0,1,0,0,0,1,41172319.2309928,75944547.79,9,0
0,1,3,0,0,1,0,1,1,41172319.2309928,75944547.79,9,3
1,3,3,0,0,1,0,0,2,41172319.2309928,75944547.79,9,7
0,1,3,0,0,2,0,1,1,27158848.0316349,76346776.59,32,3
0,1,3,0,0,5,0,2,1,27158848.0316349,76346776.59,32,4
0,1,3,0,1,2,0,1,1,27158848.0316349,76346776.59,32,3
1,1,3,0,1,0,0,1,1,24099390.503555,76346776.59,27,0
1,1,3,0,0,0,0,1,1,24099390.503555,76346776.59,27,0
1,1,3,0,1,0,0,1,1,24099390.503555,76346776.59,27,0
1,1,3,0,0,0,0,1,1,24099390.503555,76346776.59,27,5
0,1,3,0,0,0,0,0,1,15262551.4601223,76346776.59,50,3
0,1,3,0,0,0,0,0,1,15262551.4601223,76346776.59,50,3
0,1,3,0,0,0,0,0,1,15262551.4601223,76346776.59,50,3
0,1,3,0,1,0,0,0,1,15262551.4601223,76346776.59,50,0
0,1,3,0,1,0,0,1,1,91142526.6590945,96001034.46,28,4
0,1,3,0,0,0,0,0,1,21798903.3023383,69726813.32,33,6
0,1,3,0,1,0,0,0,1,21798903.3023383,69726813.32,33,2
0,1,3,2,1,2,0,1,1,21798903.3023383,69726813.32,33,2
0,1,3,0,1,0,0,0,1,21798903.3023383,69726813.32,33,2
0,1,3,0,1,0,0,0,1,21798903.3023383,69726813.32,33,2
0,1,3,0,1,0,0,0,1,15230659.0681927,64857342.12,43,0
0,1,3,0,0,1,0,3,1,11434635.8651055,94451870.68,30,4
0,1,3,2,1,0,0,2,1,40463263.3199304,69701608,35,4
0,1,3,0,2,0,2,0,1,41183911.7953038,75944547.79,60,0
0,1,3,0,2,0,0,0,1,41183911.7953038,75944547.79,60,5
1,1,3,0,2,1,0,0,1,41183911.7953038,75944547.79,60,0
1,1,3,0,2,1,0,0,1,41183911.7953038,75944547.79,60,0
0,1,3,0,2,1,0,0,1,41183911.7953038,75944547.79,60,5
0,1,3,0,0,2,0,2,1,29507763.5213485,76346776.59,20,4
1,1,3,0,1,6,0,1,1,20227366.2698674,64857342.12,22,0
0,1,3,0,2,6,0,2,1,20227366.2698674,64857342.12,22,0
0,1,3,0,1,4,0,3,1,20227366.2698674,64857342.12,22,0
0,1,3,0,1,0,0,1,1,20227366.2698674,64857342.12,22,7
0,1,3,0,2,3,0,1,1,20227366.2698674,64857342.12,22,4
0,1,3,0,2,3,0,1,1,20227366.2698674,64857342.12,22,0
0,1,3,0,2,3,0,1,1,20227366.2698674,64857342.12,22,4
0,7,3,1,0,4,0,1,2,29507763.5213485,76346776.59,20,7
0,1,3,2,2,1,0,2,1,107663270.348094,67098057.91,10,6
0,7,3,2,0,0,0,2,1,107663270.348094,67098057.91,10,2
0,1,3,2,2,1,0,2,1,107663270.348094,67098057.91,10,4
0,1,3,2,1,2,0,0,1,35541357.8757259,69701608,36,3
1,1,3,0,0,0,0,0,1,43377017.9853907,65200878.26,4,4
1,1,3,0,0,0,1,0,1,47894687.1973836,76346776.59,47,5
1,1,3,0,1,0,1,0,1,47894687.1973836,76346776.59,47,5
0,1,3,0,1,3,0,0,1,38946655.6491715,76346776.59,39,3
0,3,3,0,0,3,0,2,1,19942759.8023824,76346776.59,66,0
0,4,3,0,0,0,0,1,1,42357301.7333154,76346776.59,109,2
1,1,3,0,0,5,1,0,1,42357301.7333154,76346776.59,109,4
